id,score
hs469,3.6510416666666665
ns3234,3.6510204081632653
hs1152,3.6508097165991904
ns2093,3.650655021834061
as5828,3.6506147540983607
hs2645,3.650300601202405
as227,3.650112866817156
ns3474,3.649888143176734
ns7333,3.6497975708502026
ns1430,3.649789029535865
as1388,3.649789029535865
as5949,3.649779735682819
ds96,3.6495633187772927
hs2267,3.6494949494949496
ds1125,3.649402390438247
ns6380,3.649364406779661
as7270,3.649284253578732
as9037,3.6492693110647183
hs1956,3.6492693110647183
as2908,3.6491053677932404
hs363,3.648870636550308
ns5626,3.6486486486486487
as8532,3.6484536082474226
as628,3.6482254697286014
as1208,3.648106904231626
as127,3.6479591836734695
ds187,3.647751605995717
ns6606,3.647751605995717
as5531,3.6476091476091477
ns4704,3.6475247524752477
as8359,3.6475054229934925
as2555,3.6473684210526316
ns2188,3.647294589178357
ns4113,3.647294589178357
ns3504,3.6472602739726026
as6948,3.647227533460803
as8737,3.6470588235294117
ns3790,3.646942800788955
ns413,3.646680942184154
hs1718,3.6465696465696467
hs1190,3.646551724137931
ns3752,3.646551724137931
hs822,3.646516393442623
ds152,3.6464435146443517
ns4525,3.646288209606987
ns4671,3.6458333333333335
hs1872,3.6457399103139014
as4116,3.6457023060796647
as806,3.6455696202531644
ds646,3.6455078125
as4706,3.6454545454545455
as8718,3.645390070921986
ns8196,3.645360824742268
as1128,3.6453252032520327
ns5669,3.645228215767635
as4933,3.645
as1284,3.6448979591836737
ns6338,3.6447368421052633
ns1332,3.6446808510638298
as1721,3.644628099173554
hs2821,3.6444444444444444
ns175,3.644230769230769
ns4109,3.644230769230769
ns3559,3.644050104384134
hs45,3.6440162271805274
ns2427,3.643776824034335
as6251,3.6435845213849287
ns7883,3.643478260869565
hs2241,3.643468950749465
as771,3.6434599156118144
ns5431,3.643348623853211
as9538,3.643192488262911
hs2544,3.643162393162393
ns1871,3.643162393162393
ds790,3.643157894736842
ns2024,3.643020594965675
as5131,3.643013100436681
ns2515,3.6430041152263373
ns3876,3.6429961089494163
ns7397,3.642857142857143
as2168,3.642857142857143
ns753,3.642699115044248
ns3434,3.6425661914460283
ns3187,3.6425619834710745
as6205,3.6425389755011137
ds505,3.6424180327868854
ns685,3.642384105960265
hs1695,3.6422594142259412
ns8678,3.6422319474835887
ns2610,3.6419753086419755
as6916,3.6419624217119
as9415,3.6418367346938774
ns4615,3.641821946169772
as6483,3.641821946169772
ns3258,3.6418067226890756
as6584,3.6416122004357296
ns6756,3.6415289256198347
ns5351,3.641509433962264
as1870,3.641489361702128
ns8045,3.6414473684210527
as547,3.641372141372141
ns1221,3.641372141372141
ns2207,3.6413502109704643
as670,3.6413276231263385
hs2352,3.6412133891213387
as4838,3.6411042944785277
ds1212,3.641078838174274
as3128,3.6410550458715596
ns8594,3.6410505836575875
ns303,3.640997830802603
ns5762,3.640969162995595
ns5713,3.640918580375783
ns7957,3.6406882591093117
as8553,3.640625
ns3102,3.6405895691609977
ns2483,3.6404255319148935
hs2712,3.6403508771929824
ns4438,3.6403162055335967
as5641,3.640256959314775
as7466,3.6402061855670103
ns4969,3.640151515151515
ns76,3.640127388535032
ns5426,3.640081799591002
as584,3.640043763676149
ns5373,3.6399594320486814
ns5981,3.6399132321041217
hs2460,3.639874739039666
as8940,3.6397228637413397
ns4461,3.6396303901437372
as6484,3.639558232931727
ns6292,3.639308855291577
ds280,3.639186295503212
ns5452,3.6391752577319587
hs3036,3.6390086206896552
as5869,3.6390041493775933
ns1693,3.638888888888889
as2732,3.638888888888889
ns8236,3.6387755102040815
ns408,3.6387711864406778
ns818,3.638663967611336
as4841,3.638655462184874
ns5203,3.6386036960985626
hs2428,3.6386036960985626
ns6889,3.638477801268499
ns3492,3.6384615384615384
ns3058,3.638412017167382
ns6917,3.638392857142857
ns8148,3.638157894736842
ns5460,3.638144329896907
as53,3.638084632516704
hs913,3.6380753138075312
ns5509,3.6380042462845013
ns3466,3.637864077669903
ns6813,3.637855579868709
ds1372,3.6378205128205128
ns7138,3.6377649325626202
as2553,3.6377649325626202
ns7335,3.6377551020408165
hs1645,3.63771186440678
ns7489,3.63771186440678
ns993,3.6376673040152965
as1673,3.6376518218623484
ds899,3.6376518218623484
as8349,3.6375266524520256
hs2407,3.6374722838137474
ns8729,3.6373737373737374
ns1654,3.6373737373737374
as1046,3.6373390557939915
hs183,3.637330754352031
as5994,3.6372745490981964
as491,3.6371134020618556
hs1709,3.6370967741935485
ns3206,3.6370143149284253
hs2286,3.637
as6218,3.636971046770601
hs1859,3.636929460580913
ns1709,3.636865342163355
ds828,3.636853448275862
as3603,3.6368312757201644
ns2887,3.6367521367521367
ns5503,3.6366594360086766
ns7599,3.6366459627329193
hs1805,3.6365591397849464
as2592,3.6365546218487395
ns6902,3.6365422396856584
ns3127,3.6365384615384615
as7672,3.6364541832669324
as8731,3.6363636363636362
as305,3.6362660944206007
hs409,3.6362612612612613
ns1681,3.636165577342048
ns1138,3.636
ns2065,3.635869565217391
as9128,3.6358574610244987
ds1258,3.6357758620689653
ns4651,3.6357615894039736
ds1308,3.6357142857142857
hs357,3.635699373695198
as5341,3.6356837606837606
as4024,3.6356837606837606
ns7194,3.635574837310195
ns2426,3.635523613963039
ns4810,3.635523613963039
as3019,3.6354625550660793
as8799,3.6352459016393444
as3413,3.6352201257861636
as3465,3.6352201257861636
ns6897,3.6351931330472103
as6112,3.6351626016260163
hs1704,3.6351084812623276
ns1667,3.6350806451612905
as7885,3.6350515463917525
ns4216,3.6350515463917525
ns3460,3.634989200863931
as4502,3.634989200863931
ns7311,3.6348684210526314
ns6136,3.6347926267281108
ns2891,3.6346938775510202
as2652,3.6346938775510202
as2002,3.6346938775510202
hs2375,3.6346938775510202
ns6087,3.6346555323590812
as5326,3.6345755693581783
hs13,3.6345238095238095
hs2185,3.634429400386847
ns6103,3.6343457943925235
as8128,3.6343283582089554
ns7494,3.63431151241535
ns5574,3.634249471458774
as8760,3.63422131147541
hs101,3.63422131147541
as119,3.6341463414634148
as1073,3.63412017167382
ns6438,3.63412017167382
ns3158,3.634065934065934
hs986,3.6340508806262233
ds1137,3.6340425531914895
as4623,3.6340425531914895
as8895,3.634009009009009
ns2702,3.634009009009009
ns5043,3.6339662447257384
as878,3.633832976445396
hs1960,3.633771929824561
as5055,3.633744855967078
ds867,3.6336206896551726
hs1928,3.633603238866397
ns8126,3.6335952848722988
as2094,3.6334841628959276
ns7077,3.6334792122538295
ns8498,3.6334792122538295
as9119,3.6334745762711864
ns7917,3.633403361344538
as3297,3.6333333333333333
hs3052,3.633259911894273
hs330,3.6331236897274635
as8666,3.633
ns8208,3.633
as4076,3.632911392405063
ns6875,3.6328125
as2881,3.632796780684105
as2872,3.632762312633833
ns3810,3.632716049382716
hs1997,3.632631578947368
ns5619,3.632505175983437
ns4399,3.6324701195219125
ds969,3.6324503311258276
ns511,3.632258064516129
ds1435,3.6321499013806706
ns6522,3.6321499013806706
as2752,3.6320960698689957
as8753,3.6320093457943927
hs185,3.6319018404907975
hs3068,3.631868131868132
ns326,3.6317427385892116
as2410,3.6317307692307694
as9244,3.6316964285714284
as793,3.6316964285714284
as3449,3.6316916488222697
ns5743,3.6316758747697975
as6378,3.631637168141593
as1553,3.6315240083507305
ns5629,3.631521739130435
hs1757,3.631521739130435
as7678,3.6314741035856573
ns7296,3.6314285714285712
ns7684,3.6314229249011856
ds243,3.6313559322033897
as3512,3.6313559322033897
hs2435,3.6312785388127855
hs1969,3.631236442516269
ns1548,3.631212723658052
as5536,3.631115459882583
as2775,3.631057268722467
as7921,3.631057268722467
hs1382,3.631
as2082,3.630929791271347
as7342,3.6307692307692307
ns7299,3.6307531380753137
as8429,3.6307531380753137
as9210,3.6307531380753137
ns3828,3.630718954248366
ns4254,3.630658436213992
as9260,3.630434782608696
hs2896,3.630434782608696
ns1419,3.630434782608696
ns6369,3.630350194552529
ds1011,3.6303418803418803
as9101,3.6303088803088803
as5810,3.6303030303030304
ns6752,3.6302895322939865
as8833,3.630252100840336
as5622,3.630242825607064
as8727,3.6302083333333335
as3630,3.6301369863013697
hs79,3.630040322580645
as7251,3.6300211416490487
as5320,3.6299603174603177
as616,3.6298568507157465
ns8610,3.6298568507157465
ns751,3.62979683972912
ns5282,3.629787234042553
as817,3.6297117516629713
ns6293,3.62970297029703
ns6403,3.629668049792531
ns4176,3.6295871559633026
ns7825,3.6294736842105264
as1038,3.6294466403162056
as5549,3.629399585921325
as968,3.629399585921325
ns2044,3.6293634496919918
ns3135,3.629251700680272
as747,3.629201680672269
ds1087,3.6290650406504064
as4546,3.629032258064516
as7937,3.629032258064516
ns4554,3.6290018832391713
as5140,3.628968253968254
hs2671,3.6289640591966172
ds844,3.6289640591966172
ns617,3.628875968992248
ns6178,3.6288659793814433
as6985,3.628787878787879
as7561,3.6287726358148893
as5925,3.628755364806867
ds1222,3.628735632183908
ns129,3.628668171557562
ns7708,3.6285097192224622
hs1797,3.6284796573875804
hs2596,3.6284313725490196
ds1449,3.628409090909091
hs507,3.62839248434238
as9167,3.628260869565217
ns7243,3.628260869565217
ns2366,3.628180039138943
hs1864,3.6280623608017817
ns2338,3.6280487804878048
ns3665,3.628024193548387
as4363,3.6280087527352296
hs284,3.6279826464208242
as4830,3.6279296875
ns1298,3.627906976744186
ns5587,3.627906976744186
as4468,3.6278825995807127
hs916,3.627880184331797
hs1297,3.627858627858628
as3974,3.627858627858628
as917,3.6278280542986425
ns5539,3.627811860940695
ns8687,3.627789046653144
as388,3.6277665995975856
hs2743,3.6277533039647576
as1998,3.6277292576419216
ns4874,3.627722772277228
ns4741,3.6276824034334765
ds93,3.627659574468085
ns8670,3.627659574468085
ds944,3.6275933609958506
hs1791,3.6275933609958506
hs2168,3.6275303643724697
ns6682,3.62751677852349
ns6252,3.6273684210526316
ns1981,3.6273684210526316
hs1537,3.627348643006263
ns873,3.6272189349112427
as1900,3.627136752136752
ns230,3.6271008403361344
ds1175,3.6270661157024793
as6416,3.627
ns6002,3.626968503937008
ns503,3.6269487750556793
as9261,3.626865671641791
as3955,3.626865671641791
ns2360,3.626865671641791
ns6155,3.626849894291755
as4720,3.6268343815513626
as718,3.6268343815513626
ns1160,3.626829268292683
as6437,3.626819126819127
hs2226,3.6267893660531696
as8632,3.6267748478701827
ns8694,3.626746506986028
as5868,3.6266666666666665
ns5634,3.6266519823788546
as3103,3.6265560165975104
ns996,3.626518218623482
ns7703,3.626470588235294
ns5132,3.6264367816091956
as8751,3.6264044943820224
as518,3.6263736263736264
as863,3.6263736263736264
hs1522,3.6263736263736264
hs951,3.6263616557734206
as3917,3.6262939958592133
hs2565,3.6262833675564683
as3180,3.62625250501002
ns5892,3.6262230919765166
as7586,3.626201923076923
as8923,3.626190476190476
as5916,3.6261160714285716
hs2754,3.626086956521739
as7905,3.6260593220338984
as1735,3.626
ns8105,3.625890736342043
as2783,3.625835189309577
ns5409,3.6258064516129034
ns5786,3.6258064516129034
as8010,3.6258064516129034
as7648,3.6257995735607675
as1141,3.6257731958762887
ns2408,3.6255411255411256
as5254,3.625531914893617
ns3556,3.6255274261603376
ns2765,3.6255230125523012
ns4102,3.6255230125523012
ns4926,3.6255102040816327
hs1167,3.625506072874494
as3609,3.625506072874494
ns5114,3.625494071146245
as1086,3.625277161862528
ns8096,3.625272331154684
ns475,3.625272331154684
ns1403,3.6252676659528906
as7594,3.6252653927813165
as5902,3.6252653927813165
as2335,3.6252631578947367
as5163,3.625260960334029
as6014,3.625254582484725
ns6011,3.6252465483234713
ns3517,3.6252408477842004
as1991,3.625
ns7068,3.625
ns8417,3.625
as7673,3.625
as2334,3.625
ns4152,3.625
ds680,3.625
as4196,3.625
as4739,3.625
hs232,3.6247464503042597
ds699,3.624742268041237
as8314,3.624742268041237
ns6526,3.6247401247401245
as7135,3.624735729386892
ns1984,3.6247288503253796
ns2203,3.62472647702407
as8610,3.6244979919678717
as7974,3.6244897959183673
as77,3.62448132780083
ds514,3.6244769874476988
hs2191,3.6244444444444444
ns4579,3.624242424242424
hs2658,3.624236252545825
as3565,3.624223602484472
as7402,3.624223602484472
as6514,3.624203821656051
ns6235,3.6241970021413277
ns3845,3.624175824175824
as3826,3.624145785876993
ns1096,3.624031007751938
ds633,3.624015748031496
ns82,3.623873873873874
hs332,3.6238636363636365
ns1173,3.623853211009174
as8112,3.623818525519849
ns149,3.623762376237624
ns2195,3.62374245472837
as181,3.6236897274633124
as3174,3.6236897274633124
as5603,3.623678646934461
ns314,3.6235955056179776
hs775,3.6235059760956174
as180,3.623456790123457
as7209,3.623456790123457
as2912,3.6234309623430963
ns6853,3.623362445414847
as6763,3.6233480176211454
ns5886,3.6233333333333335
as4114,3.623318385650224
ns4507,3.6232604373757455
as9083,3.6232323232323234
ds701,3.6232323232323234
ns3746,3.6231884057971016
ns731,3.623157894736842
as1905,3.6231422505307855
ns3211,3.6231263383297643
ns3351,3.623110151187905
ns446,3.623059866962306
ns3874,3.6230248306997743
as8659,3.623
as9131,3.623
ns4207,3.623
ns8164,3.622983870967742
as6238,3.6229338842975207
as1360,3.6228991596638656
as4388,3.6228813559322033
ns8296,3.622863247863248
ns3860,3.622863247863248
ns5826,3.6228070175438596
ns7741,3.622767857142857
ns5949,3.6226993865030677
as4429,3.6226215644820297
as1660,3.6225806451612903
as7999,3.6225806451612903
ns1271,3.6225806451612903
as2258,3.6225596529284165
as5476,3.6225099601593627
ds65,3.6224696356275303
ns7869,3.622448979591837
as6585,3.6224066390041494
ns4498,3.6223849372384938
as3745,3.6223628691983123
ds1068,3.622330097087379
ns3389,3.622266401590457
hs2410,3.622266401590457
ns6327,3.6222444889779557
ns5430,3.62217659137577
as4509,3.622159090909091
as5696,3.6220703125
hs1428,3.6220703125
ns1529,3.6220556745182013
as1679,3.622047244094488
as8260,3.622047244094488
as8781,3.621978021978022
as6285,3.621975806451613
hs889,3.6219512195121952
as6500,3.6219262295081966
hs764,3.621900826446281
ns2380,3.621822033898305
ns5686,3.621794871794872
hs3024,3.621782178217822
as8059,3.621782178217822
as6017,3.6217494089834514
ns4938,3.6217303822937628
ns7475,3.6216494845360825
as3385,3.6216494845360825
as1923,3.6216216216216215
as6628,3.6216216216216215
as1618,3.6215932914046123
as5439,3.621535181236674
as5565,3.6215277777777777
ns6365,3.6214859437751006
ns6321,3.6214859437751006
ns6026,3.6214285714285714
hs1703,3.6214285714285714
as1831,3.6213991769547325
as2396,3.621380846325167
hs1032,3.6213389121338913
as4692,3.6213389121338913
as2406,3.62133072407045
ns6539,3.621301775147929
hs1957,3.6212765957446806
ns6398,3.621244635193133
hs1921,3.621212121212121
hs621,3.621212121212121
as3108,3.621181262729124
ds510,3.62117903930131
as8984,3.6211498973305956
ns6992,3.6211498973305956
ns7796,3.621111111111111
as559,3.6210629921259843
hs1291,3.6210407239819005
as8351,3.621019108280255
ns1636,3.621019108280255
hs922,3.620967741935484
ns5950,3.620950323974082
as1337,3.6209349593495936
as3133,3.6209349593495936
as9664,3.6209150326797386
ns613,3.6209150326797386
hs760,3.6209016393442623
ds162,3.6208920187793425
ns6052,3.620842572062084
ns2228,3.620833333333333
as6914,3.620833333333333
ns6988,3.620805369127517
ns4807,3.620767494356659
as9380,3.620728929384966
ns5110,3.6207243460764587
as69,3.6206896551724137
as2304,3.620656370656371
as467,3.6206521739130433
ns8442,3.620626151012891
hs2655,3.620618556701031
as2613,3.620614035087719
ns5598,3.6205821205821205
hs833,3.6205821205821205
as2875,3.620575221238938
as7249,3.6205607476635513
ns8777,3.6205533596837944
hs2137,3.620545073375262
as8759,3.6205179282868527
as7252,3.620507399577167
ns3681,3.6204819277108435
as9354,3.6204690831556503
as8179,3.6204453441295548
hs1175,3.6202928870292888
ns7881,3.6202783300198806
ns3256,3.6202290076335877
as7461,3.620212765957447
as3789,3.6201923076923075
ns3465,3.6201716738197427
as8343,3.620162932790224
hs1242,3.6201298701298703
as1555,3.620123203285421
ns5295,3.62008281573499
ns3266,3.6199575371549892
as2243,3.619914346895075
as583,3.619914346895075
ds653,3.6198704103671706
as2593,3.619842829076621
ns4705,3.6197916666666665
as5003,3.6197604790419162
ns8532,3.6197339246119733
ns7675,3.619718309859155
ns397,3.6197033898305087
as427,3.6196754563894524
as2850,3.6196754563894524
hs702,3.6196754563894524
as3393,3.6196754563894524
as586,3.6196754563894524
ns5095,3.6196581196581197
ns6492,3.619649805447471
as2993,3.6196319018404908
as6617,3.6196319018404908
ns8792,3.619607843137255
as4063,3.6195899772209565
ns4368,3.619565217391304
as3551,3.6195402298850574
ns7948,3.619517543859649
as6163,3.6194690265486726
ns1253,3.6194581280788176
hs3003,3.619450317124736
as8576,3.619433198380567
hs1488,3.6194174757281554
as524,3.6194174757281554
as631,3.6194029850746268
ns7654,3.6193078324225865
as6918,3.6192946058091287
as4404,3.6192842942345926
ns3715,3.6192748091603053
ns659,3.6192660550458715
ns136,3.6192560175054704
as5064,3.6192468619246863
as6662,3.6191919191919193
as5382,3.6191536748329622
as712,3.6191536748329622
ns581,3.6191011235955055
as116,3.6190965092402463
hs1479,3.6190965092402463
as8463,3.6190965092402463
hs3000,3.619047619047619
as5892,3.619047619047619
as2964,3.619047619047619
as1912,3.6189979123173277
hs164,3.618955512572534
as6272,3.618951612903226
ns6051,3.618951612903226
as3615,3.6189473684210527
ns7269,3.618942731277533
ns7026,3.6189024390243905
ns4825,3.6189024390243905
ds272,3.618895966029724
hs1290,3.618895966029724
as604,3.618888888888889
as8230,3.6188436830835116
as1013,3.6188436830835116
hs1399,3.6186974789915967
ns4261,3.6186974789915967
ns4753,3.6186770428015564
as9025,3.6186612576064907
as3888,3.6186440677966103
as1954,3.618627450980392
ns3279,3.6185344827586206
as9350,3.6185031185031185
ns2998,3.6185031185031185
ns1935,3.6184971098265897
as9000,3.6184486373165616
as6546,3.6184210526315788
hs2815,3.6184210526315788
ns6543,3.6183953033268104
hs1348,3.618362831858407
as3568,3.6183127572016462
as6186,3.6183127572016462
as8748,3.618290258449304
ns5175,3.6182572614107884
hs2713,3.6182432432432434
ns2534,3.618236472945892
as9487,3.6181619256017505
ns1087,3.6181434599156117
hs1511,3.618101545253863
ns7859,3.6180851063829786
ns6562,3.6180851063829786
as6298,3.6180555555555554
ns5646,3.617965367965368
ns3016,3.617954070981211
as1972,3.6178861788617884
ns8473,3.6178861788617884
ns3391,3.6178861788617884
ns8337,3.617878192534381
ns5378,3.617878192534381
hs2299,3.617863720073665
as3381,3.61784140969163
as3693,3.6177730192719486
as949,3.6177685950413223
as9366,3.617764471057884
ns6582,3.6176470588235294
as55,3.6176470588235294
ns3295,3.6176470588235294
ns3546,3.6175824175824176
ns5157,3.617533718689788
as5843,3.6175298804780875
ns2122,3.6175257731958763
ns1118,3.6175213675213675
ns7707,3.6175115207373274
as3168,3.617456896551724
hs69,3.617456896551724
as5652,3.617416829745597
ns5827,3.617408906882591
as5751,3.6174004192872116
as9079,3.6174004192872116
ns2732,3.6174004192872116
as3753,3.6173814898419865
ns170,3.6173814898419865
as8723,3.617336152219873
ds365,3.617283950617284
as6767,3.61727078891258
as5277,3.617204301075269
as707,3.6171875
as2546,3.617063492063492
ns1550,3.6170431211498975
ns3394,3.617
ns8406,3.616997792494481
hs1931,3.6169590643274856
as2973,3.6169354838709675
ns4231,3.6169354838709675
as7220,3.6169354838709675
hs724,3.6169265033407574
hs2578,3.616883116883117
hs2934,3.616883116883117
ns4799,3.616869918699187
ns7752,3.6167728237791934
as9005,3.6167728237791934
ns5045,3.6167664670658684
ns7473,3.6167355371900825
as3333,3.6167315175097277
ns6588,3.616698292220114
ns3936,3.6166666666666667
ns6126,3.6165644171779143
as3548,3.616557734204793
ns6329,3.616533864541833
ns8200,3.616533864541833
as848,3.6164874551971327
ns5712,3.6164705882352943
as2071,3.6164658634538154
ns4404,3.6164383561643834
as5661,3.6164241164241164
as203,3.6164241164241164
as6562,3.6164241164241164
ns7846,3.616412213740458
as681,3.616396761133603
ns5706,3.6163793103448274
ns7040,3.616370808678501
as7690,3.6163522012578615
as899,3.616331096196868
ns7996,3.6163265306122447
as3329,3.616279069767442
ns4653,3.616279069767442
hs1148,3.616279069767442
ns761,3.616255144032922
hs344,3.616255144032922
hs140,3.6162046908315566
as3299,3.6161616161616164
as4940,3.6161616161616164
ns6742,3.6161504424778763
as8740,3.6161290322580646
as8374,3.6160919540229886
hs1544,3.616089613034623
as2653,3.6160714285714284
ns4225,3.6160714285714284
ns4881,3.6160714285714284
ns3066,3.6160377358490567
ns6940,3.616016427104723
ns6439,3.616016427104723
as7843,3.6159737417943107
hs2099,3.6159737417943107
hs1487,3.6159737417943107
ns1769,3.6159574468085105
ns7408,3.6159274193548385
ns5582,3.6159003831417627
as5526,3.61587982832618
as8563,3.61587982832618
as9196,3.6158536585365852
as2928,3.615841584158416
ns7621,3.6157894736842104
ns1134,3.6157894736842104
ns6854,3.61577868852459
ns3358,3.61577868852459
hs2940,3.6157684630738522
ns1696,3.6157587548638133
as2771,3.6157205240174672
ns4535,3.6157112526539277
ns896,3.615702479338843
as5191,3.615550755939525
as1978,3.615550755939525
as1621,3.6155419222903884
ds1247,3.6155378486055776
ns196,3.6154661016949152
as5259,3.6154618473895583
as1352,3.6154618473895583
ns4426,3.6153846153846154
ns219,3.6153846153846154
ns4645,3.6153846153846154
ns6007,3.61531190926276
as4669,3.6152416356877324
as3330,3.6152304609218437
ns5283,3.6151515151515152
ns8042,3.6151515151515152
as350,3.6151515151515152
as7884,3.615138592750533
as2972,3.615138592750533
ds140,3.615138592750533
hs1571,3.615138592750533
ns6349,3.6150870406189557
as7482,3.614989733059548
ns7935,3.6149789029535864
ns8207,3.614955357142857
ds878,3.61482254697286
hs1526,3.6148068669527897
ns8118,3.6148068669527897
as1403,3.614785992217899
ns4037,3.614770459081836
ns3093,3.6147540983606556
ns6807,3.614669421487603
as3925,3.6145833333333335
as190,3.6145631067961164
ns208,3.6145610278372593
ds393,3.6145610278372593
ns8583,3.614541832669323
ns447,3.6144957983193278
ns5161,3.61441647597254
ns2699,3.614406779661017
ns1593,3.6143790849673203
as5435,3.6143162393162394
ns387,3.6142857142857143
ns6377,3.6142578125
as1195,3.6142557651991614
as4632,3.6141975308641974
as749,3.6141552511415527
hs1093,3.614141414141414
as6405,3.6141078838174274
as8419,3.6141078838174274
as8330,3.6140552995391704
ns1898,3.614052953156823
ns7367,3.6140167364016738
as5103,3.6140167364016738
ds700,3.614
ns3706,3.614
as6722,3.6139784946236557
as9297,3.6139630390143735
ns2969,3.6139380530973453
ns1413,3.613882863340564
as7729,3.613871635610766
ns4909,3.613871635610766
ns6421,3.613871635610766
ns2836,3.6138392857142856
ds273,3.6138297872340424
as1952,3.6138297872340424
as8572,3.6138297872340424
hs1223,3.6138297872340424
as3056,3.613778705636743
ns6825,3.613778705636743
ns5097,3.6137724550898205
ns1555,3.6137667304015295
as6599,3.6137339055793993
as3045,3.6137254901960785
ns7987,3.6137254901960785
hs2007,3.6136865342163356
ns4417,3.6136842105263156
ns5681,3.6136842105263156
ns4801,3.6136842105263156
ds199,3.613680154142582
ds1375,3.6136363636363638
ns744,3.613588110403397
ns1742,3.613588110403397
ns949,3.6135458167330676
ns6904,3.61353711790393
ns362,3.61353711790393
ns8179,3.613483146067416
as4359,3.6134453781512605
